unit_id,apn,address,unit_label,prev_observed_at,observed_at,old_mar_cents,new_mar_cents,delta_cents,delta_pct,old_tenancy,new_tenancy,reason,mar_status_change
2831-colorado-ave-a,4267024029,2831 COLORADO AVE,A,2023-07-19,2026-06-07,86200,93400,7200,8.4,,,mar_adjustment,
2831-colorado-ave-b,4267024029,2831 COLORADO AVE,B,2023-07-19,2026-06-07,72600,78600,6000,8.3,,,mar_adjustment,
2832-exposition-blvd,4268019023,2832 EXPOSITION BLVD,,2023-07-19,2026-06-07,265500,285800,20300,7.6,2011-02-01,2011-02-01,mar_adjustment,
2832-exposition-blvd-a,4268019023,2832 EXPOSITION BLVD,A,2023-07-19,2026-06-07,179800,194700,14900,8.3,,,mar_adjustment,
2835-colorado-ave,4267024030,2835 COLORADO AVE,,2023-07-19,2026-06-07,264400,262500,-1900,-0.7,,,mar_adjustment,
2836-exposition-blvd-a,4268019024,2836 EXPOSITION BLVD,A,2023-07-19,2026-06-07,149800,162200,12400,8.3,1999-05-01,1999-05-01,mar_adjustment,
2836-exposition-blvd-b,4268019024,2836 EXPOSITION BLVD,B,2023-07-19,2026-06-07,63900,69300,5400,8.5,,,mar_adjustment,
2836-exposition-blvd-c,4268019024,2836 EXPOSITION BLVD,C,2023-07-19,2026-06-07,58700,63500,4800,8.2,,,mar_adjustment,
2836-exposition-blvd-d,4268019024,2836 EXPOSITION BLVD,D,2023-07-19,2026-06-07,270000,290300,20300,7.5,2021-09-01,2021-09-01,mar_adjustment,
2837-broadway,4267019024,2837 BROADWAY,,2023-07-19,2026-06-07,254100,280000,25900,10.2,2018-11-01,2024-10-15,new_tenancy,
2842-exposition-blvd-a,4268019025,2842 EXPOSITION BLVD,A,2023-07-19,2026-06-07,270000,290300,20300,7.5,2022-03-14,2022-03-14,mar_adjustment,
2842-exposition-blvd-b,4268019025,2842 EXPOSITION BLVD,B,2023-07-19,2026-06-07,163600,177200,13600,8.3,2010-04-15,2010-04-15,mar_adjustment,
2842-exposition-blvd-c,4268019025,2842 EXPOSITION BLVD,C,2023-07-19,2026-06-07,53800,58300,4500,8.4,,,mar_adjustment,
2842-exposition-blvd-d,4268019025,2842 EXPOSITION BLVD,D,2023-07-19,2026-06-07,172800,187100,14300,8.3,2009-11-21,2009-11-21,mar_adjustment,
2848-exposition-blvd-1,4268019026,2848 EXPOSITION BLVD,1,2023-07-19,2026-06-07,143000,154900,11900,8.3,2004-07-01,2004-07-01,mar_adjustment,
2848-exposition-blvd-4,4268019026,2848 EXPOSITION BLVD,4,2023-07-19,2026-06-07,268500,288800,20300,7.6,2016-02-17,2016-02-17,mar_adjustment,
2852-exposition-blvd-a,4268019027,2852 EXPOSITION BLVD,A,2023-07-19,2026-06-07,88600,96000,7400,8.4,,,mar_adjustment,
2852-exposition-blvd-b,4268019027,2852 EXPOSITION BLVD,B,2023-07-19,2026-06-07,84700,91800,7100,8.4,,,mar_adjustment,
2852-exposition-blvd-c,4268019027,2852 EXPOSITION BLVD,C,2023-07-19,2026-06-07,88700,96100,7400,8.3,,,mar_adjustment,
2852-exposition-blvd-d,4268019027,2852 EXPOSITION BLVD,D,2023-07-19,2026-06-07,104900,113600,8700,8.3,2003-09-15,2003-09-15,mar_adjustment,
2856-exposition-blvd-a,4268019028,2856 EXPOSITION BLVD,A,2023-07-19,2026-06-07,221800,240200,18400,8.3,2016-07-01,2016-07-01,mar_adjustment,
2856-exposition-blvd-b,4268019028,2856 EXPOSITION BLVD,B,2023-07-19,2026-06-07,160500,173900,13400,8.3,2009-09-01,2009-09-01,mar_adjustment,
2856-exposition-blvd-c,4268019028,2856 EXPOSITION BLVD,C,2023-07-19,2026-06-07,168000,182000,14000,8.3,,,mar_adjustment,
2856-exposition-blvd-d,4268019028,2856 EXPOSITION BLVD,D,2023-07-19,2026-06-07,207200,224400,17200,8.3,2014-12-01,2014-12-01,mar_adjustment,
2860-exposition-blvd-a,4268019029,2860 EXPOSITION BLVD,A,2023-07-19,2026-06-07,141100,152900,11800,8.4,1999-10-03,1999-10-03,mar_adjustment,
2860-exposition-blvd-b,4268019029,2860 EXPOSITION BLVD,B,2023-07-19,2026-06-07,219600,237800,18200,8.3,2016-08-01,2016-08-01,mar_adjustment,
2860-exposition-blvd-c,4268019029,2860 EXPOSITION BLVD,C,2023-07-19,2026-06-07,236400,256100,19700,8.3,2021-08-16,2021-08-16,mar_adjustment,
2866-exposition-blvd-a,4268019030,2866 EXPOSITION BLVD,A,2023-07-19,2026-06-07,217500,229200,11700,5.4,2023-01-15,2023-01-15,mar_adjustment,
2866-exposition-blvd-b,4268019030,2866 EXPOSITION BLVD,B,2023-07-19,2026-06-07,163200,176800,13600,8.3,2003-07-01,2003-07-01,mar_adjustment,
2866-exposition-blvd-c,4268019030,2866 EXPOSITION BLVD,C,2023-07-19,2026-06-07,156700,169700,13000,8.3,2006-09-01,2006-09-01,mar_adjustment,
2866-exposition-blvd-d,4268019030,2866 EXPOSITION BLVD,D,2023-07-19,2026-06-07,172700,187000,14300,8.3,2006-09-06,2006-09-06,mar_adjustment,
2900-4th-st-1,4287025001,2900 4TH ST,1,2023-07-19,2026-06-07,96200,104200,8000,8.3,,,mar_adjustment,
2900-4th-st-10,4287025001,2900 4TH ST,10,2023-07-19,2026-06-07,96100,104100,8000,8.3,2011-10-29,2011-10-29,mar_adjustment,
2900-4th-st-11,4287025001,2900 4TH ST,11,2023-07-19,2026-06-07,93300,101100,7800,8.4,2008-08-01,2008-08-01,mar_adjustment,
2900-4th-st-12,4287025001,2900 4TH ST,12,2023-07-19,2026-06-07,97300,105400,8100,8.3,,,mar_adjustment,
2900-4th-st-14,4287025001,2900 4TH ST,14,2023-07-19,2026-06-07,62500,67700,5200,8.3,,,mar_adjustment,
2900-4th-st-15,4287025001,2900 4TH ST,15,2023-07-19,2026-06-07,85700,92800,7100,8.3,2010-09-28,2010-09-28,mar_adjustment,
2900-4th-st-16,4287025001,2900 4TH ST,16,2023-07-19,2026-06-07,70000,121100,51100,73.0,,2025-12-01,new_tenancy,
2900-4th-st-17,4287025001,2900 4TH ST,17,2023-07-19,2026-06-07,219800,238200,18400,8.4,2006-01-01,2006-01-01,mar_adjustment,
2900-4th-st-18,4287025001,2900 4TH ST,18,2023-07-19,2026-06-07,70000,75900,5900,8.4,,,mar_adjustment,
2900-4th-st-19,4287025001,2900 4TH ST,19,2023-07-19,2026-06-07,94600,102400,7800,8.2,2009-10-02,2009-10-02,mar_adjustment,
2900-4th-st-2,4287025001,2900 4TH ST,2,2023-07-19,2026-06-07,95000,102900,7900,8.3,2008-06-01,2008-06-01,mar_adjustment,
2900-4th-st-20,4287025001,2900 4TH ST,20,2023-07-19,2026-06-07,80600,87400,6800,8.4,,,mar_adjustment,
2900-4th-st-3,4287025001,2900 4TH ST,3,2023-07-19,2026-06-07,103600,112200,8600,8.3,,,mar_adjustment,
2900-4th-st-4,4287025001,2900 4TH ST,4,2023-07-19,2026-06-07,124500,134800,10300,8.3,,,mar_adjustment,
2900-4th-st-5,4287025001,2900 4TH ST,5,2023-07-19,2026-06-07,70000,75900,5900,8.4,,,mar_adjustment,
2900-4th-st-6,4287025001,2900 4TH ST,6,2023-07-19,2026-06-07,83500,68900,-14600,-17.5,,2025-04-21,new_tenancy,
2900-4th-st-7,4287025001,2900 4TH ST,7,2023-07-19,2026-06-07,86400,93600,7200,8.3,2019-10-29,2019-10-29,mar_adjustment,
2900-4th-st-8,4287025001,2900 4TH ST,8,2023-07-19,2026-06-07,216500,234600,18100,8.4,2004-03-01,2004-03-01,mar_adjustment,
2900-4th-st-9,4287025001,2900 4TH ST,9,2023-07-19,2026-06-07,87400,94600,7200,8.2,2018-02-10,2018-02-10,mar_adjustment,
2900-exposition-blvd-a,4268022001,2900 EXPOSITION BLVD,A,2023-07-19,2026-06-07,162500,300000,137500,84.6,2013-03-01,2025-12-06,new_tenancy,
2900-exposition-blvd-b,4268022001,2900 EXPOSITION BLVD,B,2023-07-19,2026-06-07,67800,300000,232200,342.5,,2025-01-24,new_tenancy,
2900-exposition-blvd-c,4268022001,2900 EXPOSITION BLVD,C,2023-07-19,2026-06-07,192700,320000,127300,66.1,2016-08-15,2025-08-30,new_tenancy,
2901-4th-st-101,4287026001,2901 4TH ST,101,2023-07-19,2026-06-07,349500,369800,20300,5.8,2021-10-01,2021-10-01,mar_adjustment,
2901-4th-st-102,4287026001,2901 4TH ST,102,2023-07-19,2026-06-07,258100,349500,91400,35.4,2021-05-08,2025-12-20,new_tenancy,
2901-4th-st-103,4287026001,2901 4TH ST,103,2023-07-19,2026-06-07,236900,299500,62600,26.4,2010-09-01,2024-11-14,new_tenancy,
2901-4th-st-104,4287026001,2901 4TH ST,104,2023-07-19,2026-06-07,124300,134600,10300,8.3,,,mar_adjustment,
2901-4th-st-105,4287026001,2901 4TH ST,105,2023-07-19,2026-06-07,356500,499500,143000,40.1,2020-10-01,2025-06-01,new_tenancy,
2901-4th-st-106,4287026001,2901 4TH ST,106,2023-07-19,2026-06-07,406500,426800,20300,5.0,2020-12-01,2020-12-01,mar_adjustment,
2901-4th-st-107,4287026001,2901 4TH ST,107,2023-07-19,2026-06-07,290900,311200,20300,7.0,2019-10-01,2019-10-01,mar_adjustment,
2901-4th-st-108,4287026001,2901 4TH ST,108,2023-07-19,2026-06-07,378000,398300,20300,5.4,2016-02-01,2016-02-01,mar_adjustment,
2901-4th-st-209,4287026001,2901 4TH ST,209,2023-07-19,2026-06-07,356500,456000,99500,27.9,2021-01-01,2024-01-19,new_tenancy,
2901-4th-st-210,4287026001,2901 4TH ST,210,2023-07-19,2026-06-07,300400,349500,49100,16.3,2020-02-01,2025-07-30,new_tenancy,
2901-4th-st-211,4287026001,2901 4TH ST,211,2023-07-19,2026-06-07,276500,363100,86600,31.3,2020-11-06,2023-08-18,new_tenancy,
2901-4th-st-212,4287026001,2901 4TH ST,212,2023-07-19,2026-06-07,348000,368300,20300,5.8,2018-05-16,2018-05-16,mar_adjustment,
2901-4th-st-213,4287026001,2901 4TH ST,213,2023-07-19,2026-06-07,348000,499500,151500,43.5,2018-05-01,2025-09-01,new_tenancy,
2901-4th-st-214,4287026001,2901 4TH ST,214,2023-07-19,2026-06-07,290400,298900,8500,2.9,2020-06-01,2021-12-01,new_tenancy,
2901-4th-st-215,4287026001,2901 4TH ST,215,2023-07-19,2026-06-07,263200,283500,20300,7.7,2021-06-01,2021-06-01,mar_adjustment,
2901-4th-st-216,4287026001,2901 4TH ST,216,2023-07-19,2026-06-07,95600,103500,7900,8.3,,,mar_adjustment,
2901-4th-st-217,4287026001,2901 4TH ST,217,2023-07-19,2026-06-07,408000,428300,20300,5.0,2016-04-07,2016-04-07,mar_adjustment,
2901-4th-st-318,4287026001,2901 4TH ST,318,2023-07-19,2026-06-07,504200,645500,141300,28.0,2021-07-10,2023-09-01,new_tenancy,
2901-4th-st-319,4287026001,2901 4TH ST,319,2023-07-19,2026-06-07,452600,472900,20300,4.5,2009-05-08,2009-05-08,mar_adjustment,
2901-4th-st-320,4287026001,2901 4TH ST,320,2023-07-19,2026-06-07,297700,318000,20300,6.8,2002-04-15,2002-04-15,mar_adjustment,
2901-4th-st-321,4287026001,2901 4TH ST,321,2023-07-19,2026-06-07,273500,359500,86000,31.4,2016-06-24,2025-12-17,new_tenancy,
2901-4th-st-322,4287026001,2901 4TH ST,322,2023-07-19,2026-06-07,198400,214900,16500,8.3,2010-09-01,2010-09-01,mar_adjustment,
2901-washington-ave,4266011049,2901 WASHINGTON AVE,,2023-07-19,2026-06-07,171500,185800,14300,8.3,,,mar_adjustment,
2902-3rd-st,4287024001,2902 3RD ST,,2023-07-19,2026-06-07,249700,270000,20300,8.1,,,mar_adjustment,
2902-broadway,4267025001,2902 BROADWAY,,2023-07-19,2026-06-07,165400,401000,235600,142.4,,2024-10-13,new_tenancy,
2904-broadway,4267025001,2904 BROADWAY,,2023-07-19,2026-06-07,100500,395000,294500,293.0,,2025-04-01,new_tenancy,
2905-broadway,4267018024,2905 BROADWAY,,2023-07-19,2026-06-07,314100,334400,20300,6.5,2018-10-06,2018-10-06,mar_adjustment,
2906-3rd-st-1,4287024003,2906 3RD ST,1,2023-07-19,2026-06-07,110200,119400,9200,8.3,,,mar_adjustment,
2906-3rd-st-10,4287024003,2906 3RD ST,10,2023-07-19,2026-06-07,106100,115000,8900,8.4,,,mar_adjustment,
2906-3rd-st-11,4287024003,2906 3RD ST,11,2023-07-19,2026-06-07,83000,89900,6900,8.3,,,mar_adjustment,
2906-3rd-st-12,4287024003,2906 3RD ST,12,2023-07-19,2026-06-07,87700,95000,7300,8.3,2001-08-31,2001-08-31,mar_adjustment,
2906-3rd-st-15,4287024003,2906 3RD ST,15,2023-07-19,2026-06-07,209900,227400,17500,8.3,2012-10-01,2012-10-01,mar_adjustment,
2906-3rd-st-16,4287024003,2906 3RD ST,16,2023-07-19,2026-06-07,179200,194100,14900,8.3,2016-03-01,2016-03-01,mar_adjustment,
2906-3rd-st-17,4287024003,2906 3RD ST,17,2023-07-19,2026-06-07,149800,162200,12400,8.3,2014-03-20,2014-03-20,mar_adjustment,
2906-3rd-st-18,4287024003,2906 3RD ST,18,2023-07-19,2026-06-07,163200,176800,13600,8.3,2006-12-01,2006-12-01,mar_adjustment,
2906-3rd-st-19,4287024003,2906 3RD ST,19,2023-07-19,2026-06-07,169000,183000,14000,8.3,2012-09-01,2012-09-01,mar_adjustment,
2906-3rd-st-2,4287024003,2906 3RD ST,2,2023-07-19,2026-06-07,218300,236400,18100,8.3,2014-12-22,2014-12-22,mar_adjustment,
2906-3rd-st-20,4287024003,2906 3RD ST,20,2023-07-19,2026-06-07,87700,95000,7300,8.3,,,mar_adjustment,
2906-3rd-st-21,4287024003,2906 3RD ST,21,2023-07-19,2026-06-07,206700,223900,17200,8.3,2015-08-15,2015-08-15,mar_adjustment,
2906-3rd-st-22,4287024003,2906 3RD ST,22,2023-07-19,2026-06-07,193200,209300,16100,8.3,2016-02-01,2016-02-01,mar_adjustment,
2906-3rd-st-3,4287024003,2906 3RD ST,3,2023-07-19,2026-06-07,163200,176800,13600,8.3,2007-04-01,2007-04-01,mar_adjustment,
2906-3rd-st-31,4287024003,2906 3RD ST,31,2023-07-19,2026-06-07,191000,206900,15900,8.3,2014-02-23,2014-02-23,mar_adjustment,
2906-3rd-st-4,4287024003,2906 3RD ST,4,2023-07-19,2026-06-07,176300,190900,14600,8.3,2009-12-06,2009-12-06,mar_adjustment,
2906-3rd-st-5,4287024003,2906 3RD ST,5,2023-07-19,2026-06-07,172200,186500,14300,8.3,2014-12-01,2014-12-01,mar_adjustment,
2906-3rd-st-6,4287024003,2906 3RD ST,6,2023-07-19,2026-06-07,170500,184800,14300,8.4,2016-03-01,2016-03-01,mar_adjustment,
2906-3rd-st-7,4287024003,2906 3RD ST,7,2023-07-19,2026-06-07,163200,176800,13600,8.3,2007-02-12,2007-02-12,mar_adjustment,
2906-3rd-st-8,4287024003,2906 3RD ST,8,2023-07-19,2026-06-07,209300,226800,17500,8.4,2008-06-07,2008-06-07,mar_adjustment,
2906-3rd-st-9,4287024003,2906 3RD ST,9,2023-07-19,2026-06-07,100500,108800,8300,8.3,,,mar_adjustment,
2907-3rd-st-1,4287025011,2907 3RD ST,1,2023-07-19,2026-06-07,107700,116600,8900,8.3,,,mar_adjustment,
2907-3rd-st-10,4287025011,2907 3RD ST,10,2023-07-19,2026-06-07,112400,121700,9300,8.3,,,mar_adjustment,
2907-3rd-st-11,4287025011,2907 3RD ST,11,2023-07-19,2026-06-07,73400,79600,6200,8.4,2007-04-01,2007-04-01,mar_adjustment,
2907-3rd-st-2,4287025011,2907 3RD ST,2,2023-07-19,2026-06-07,71700,77600,5900,8.2,2012-05-12,2012-05-12,mar_adjustment,
2907-3rd-st-3,4287025011,2907 3RD ST,3,2023-07-19,2026-06-07,87000,94200,7200,8.3,,,mar_adjustment,
2907-3rd-st-4,4287025011,2907 3RD ST,4,2023-07-19,2026-06-07,104200,112800,8600,8.3,,,mar_adjustment,
2907-3rd-st-5,4287025011,2907 3RD ST,5,2023-07-19,2026-06-07,104200,112800,8600,8.3,,,mar_adjustment,
2907-3rd-st-6,4287025011,2907 3RD ST,6,2023-07-19,2026-06-07,107700,116600,8900,8.3,,,mar_adjustment,
2907-3rd-st-7,4287025011,2907 3RD ST,7,2023-07-19,2026-06-07,99800,108100,8300,8.3,,,mar_adjustment,
2907-3rd-st-8,4287025011,2907 3RD ST,8,2023-07-19,2026-06-07,74100,80300,6200,8.4,2003-06-01,2003-06-01,mar_adjustment,
2907-3rd-st-9,4287025011,2907 3RD ST,9,2023-07-19,2026-06-07,79100,85600,6500,8.2,2011-10-25,2011-10-25,mar_adjustment,
2907-6th-st,4287026041,2907 6TH ST,,2023-07-19,2026-06-07,141400,153200,11800,8.3,2019-09-01,2019-09-01,mar_adjustment,
2907-broadway,4267018024,2907 BROADWAY,,2023-07-19,2026-06-07,257900,278200,20300,7.9,2011-03-01,2011-03-01,mar_adjustment,
2908-exposition-blvd-1,4268022002,2908 EXPOSITION BLVD,1,2023-07-19,2026-06-07,83500,90400,6900,8.3,,,mar_adjustment,
2908-exposition-blvd-2,4268022002,2908 EXPOSITION BLVD,2,2023-07-19,2026-06-07,93000,100800,7800,8.4,,,mar_adjustment,
2908-exposition-blvd-3,4268022002,2908 EXPOSITION BLVD,3,2023-07-19,2026-06-07,90300,97800,7500,8.3,,,mar_adjustment,
2908-exposition-blvd-4,4268022002,2908 EXPOSITION BLVD,4,2023-07-19,2026-06-07,360900,406000,45100,12.5,2020-05-01,2023-11-02,new_tenancy,
2908-montana-ave,4266012099,2908 MONTANA AVE,,2023-07-19,2026-06-07,157300,170400,13100,8.3,,,mar_adjustment,
2909-10th-st-1,4285027045,2909 10TH ST,1,2023-07-19,2026-06-07,131600,142600,11000,8.4,,,mar_adjustment,
2909-10th-st-3,4285027047,2909 10TH ST,3,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
2909-10th-st-4,4285027048,2909 10TH ST,4,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
2909-10th-st-5,4285027049,2909 10TH ST,5,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
2909-10th-st-6,4285027050,2909 10TH ST,6,2023-07-19,2026-06-07,66300,71800,5500,8.3,,,mar_adjustment,
2909-2nd-st-1,4287024032,2909 2ND ST,1,2023-07-19,2026-06-07,123700,134000,10300,8.3,,,mar_adjustment,
2909-2nd-st-10,4287024032,2909 2ND ST,10,2023-07-19,2026-06-07,225300,244000,18700,8.3,2020-01-31,2020-01-31,mar_adjustment,
2909-2nd-st-11,4287024032,2909 2ND ST,11,2023-07-19,2026-06-07,86800,94000,7200,8.3,,,mar_adjustment,
2909-2nd-st-12,4287024032,2909 2ND ST,12,2023-07-19,2026-06-07,102100,110700,8600,8.4,,,mar_adjustment,
2909-2nd-st-13,4287024032,2909 2ND ST,13,2023-07-19,2026-06-07,217700,260000,42300,19.4,2018-09-17,2025-08-13,new_tenancy,
2909-2nd-st-14,4287024032,2909 2ND ST,14,2023-07-19,2026-06-07,231800,266000,34200,14.8,2021-01-15,2024-08-19,new_tenancy,
2909-2nd-st-15,4287024032,2909 2ND ST,15,2023-07-19,2026-06-07,206900,269800,62900,30.4,2014-05-11,2022-08-05,new_tenancy,
2909-2nd-st-16,4287024032,2909 2ND ST,16,2023-07-19,2026-06-07,216100,234200,18100,8.4,2018-06-16,2018-06-16,mar_adjustment,
2909-2nd-st-17,4287024032,2909 2ND ST,17,2023-07-19,2026-06-07,97300,105400,8100,8.3,,,mar_adjustment,
2909-2nd-st-18,4287024032,2909 2ND ST,18,2023-07-19,2026-06-07,89500,97000,7500,8.4,,,mar_adjustment,
2909-2nd-st-19,4287024032,2909 2ND ST,19,2023-07-19,2026-06-07,98600,106800,8200,8.3,,,mar_adjustment,
2909-2nd-st-2,4287024032,2909 2ND ST,2,2023-07-19,2026-06-07,194500,265500,71000,36.5,2012-03-09,2024-04-06,new_tenancy,
2909-2nd-st-3,4287024032,2909 2ND ST,3,2023-07-19,2026-06-07,207200,224400,17200,8.3,2014-11-30,2014-11-30,mar_adjustment,
2909-2nd-st-4,4287024032,2909 2ND ST,4,2023-07-19,2026-06-07,197200,213600,16400,8.3,2011-12-01,2011-12-01,mar_adjustment,
2909-2nd-st-5,4287024032,2909 2ND ST,5,2023-07-19,2026-06-07,197200,130000,-67200,-34.1,2012-02-01,2021-09-24,new_tenancy,
2909-2nd-st-6,4287024032,2909 2ND ST,6,2023-07-19,2026-06-07,93000,100800,7800,8.4,,,mar_adjustment,
2909-2nd-st-7,4287024032,2909 2ND ST,7,2023-07-19,2026-06-07,201600,262900,61300,30.4,2014-10-31,2022-10-07,new_tenancy,
2909-2nd-st-8,4287024032,2909 2ND ST,8,2023-07-19,2026-06-07,219500,263400,43900,20.0,2022-03-16,2023-08-17,new_tenancy,
2909-2nd-st-9,4287024032,2909 2ND ST,9,2023-07-19,2026-06-07,115300,124900,9600,8.3,,,mar_adjustment,
2909-6th-st,4287026041,2909 6TH ST,,2023-07-19,2026-06-07,182700,197800,15100,8.3,2012-05-01,2012-05-01,mar_adjustment,
2909-arizona-ave-3,4267004029,2909 ARIZONA AVE,3,2023-07-19,2026-06-07,231600,250800,19200,8.3,,,mar_adjustment,
2909-arizona-ave-6,4267004032,2909 ARIZONA AVE,6,2023-07-19,2026-06-07,307000,327300,20300,6.6,,,mar_adjustment,
2909-arizona-ave-7,4267004033,2909 ARIZONA AVE,7,2023-07-19,2026-06-07,241600,261600,20000,8.3,,,mar_adjustment,
2909-broadway,4267018024,2909 BROADWAY,,2023-07-19,2026-06-07,340900,361200,20300,6.0,2020-05-01,2020-05-01,mar_adjustment,
2910-2nd-st-2,4288004004,2910 2ND ST,2,2023-07-19,2026-06-07,158100,171300,13200,8.3,,,mar_adjustment,
2910-7th-st,4287029027,2910 7TH ST,,2023-07-19,2026-06-07,58800,63600,4800,8.2,,,mar_adjustment,
2910-7th-st-a,4287029027,2910 7TH ST,A,2023-07-19,2026-06-07,74900,81100,6200,8.3,,,mar_adjustment,
2910-7th-st-b,4287029027,2910 7TH ST,B,2023-07-19,2026-06-07,93300,101100,7800,8.4,,,mar_adjustment,
2910-7th-st-c,4287029027,2910 7TH ST,C,2023-07-19,2026-06-07,83800,90700,6900,8.2,,,mar_adjustment,
2910-arizona-ave-1,4267011056,2910 ARIZONA AVE,1,2023-07-19,2026-06-07,100000,108300,8300,8.3,,,mar_adjustment,
2910-arizona-ave-2,4267011057,2910 ARIZONA AVE,2,2023-07-19,2026-06-07,80600,87400,6800,8.4,,,mar_adjustment,
2910-arizona-ave-3,4267011058,2910 ARIZONA AVE,3,2023-07-19,2026-06-07,110300,119500,9200,8.3,,,mar_adjustment,
2910-arizona-ave-4,4267011055,2910 ARIZONA AVE,4,2023-07-19,2026-06-07,141400,153200,11800,8.3,,,mar_adjustment,
2910-arizona-ave-5,4267011060,2910 ARIZONA AVE,5,2023-07-19,2026-06-07,72600,78600,6000,8.3,,,mar_adjustment,
2910-arizona-ave-6,4267011061,2910 ARIZONA AVE,6,2023-07-19,2026-06-07,135200,146500,11300,8.4,,,mar_adjustment,
2910-arizona-ave-8,4267011063,2910 ARIZONA AVE,8,2023-07-19,2026-06-07,82000,88800,6800,8.3,,,mar_adjustment,
2910-highland-ave-1,4287026041,2910 HIGHLAND AVE,1,2023-07-19,2026-06-07,216300,234400,18100,8.4,2021-04-15,2021-04-15,mar_adjustment,
2910-highland-ave-2,4287026041,2910 HIGHLAND AVE,2,2023-07-19,2026-06-07,106300,115200,8900,8.4,,,mar_adjustment,
2910-main-st,4288009009,2910 MAIN ST,,2023-07-19,2026-06-07,60300,65400,5100,8.5,,,mar_adjustment,
2910-montana-ave-a,4266012097,2910 MONTANA AVE,A,2023-07-19,2026-06-07,83500,90400,6900,8.3,,,mar_adjustment,
2910-montana-ave-b,4266012098,2910 MONTANA AVE,B,2023-07-19,2026-06-07,228800,247900,19100,8.3,,,mar_adjustment,
2911-2nd-st,4287024019,2911 2ND ST,,2023-07-19,2026-06-07,229200,248300,19100,8.3,1999-06-01,1999-06-01,mar_adjustment,
2911-2nd-st-1,4287024019,2911 2ND ST,1,2023-07-19,2026-06-07,216400,169500,-46900,-21.7,1999-06-01,2025-04-12,new_tenancy,
2911-2nd-st-1-2,4287024019,2911 2ND ST,1/2,2023-07-19,2026-06-07,251600,271900,20300,8.1,1999-07-01,1999-07-01,mar_adjustment,
2911-2nd-st-2,4287024019,2911 2ND ST,2,2023-07-19,2026-06-07,216400,234500,18100,8.4,1999-06-01,1999-06-01,mar_adjustment,
2911-2nd-st-3,4287024019,2911 2ND ST,3,2023-07-19,2026-06-07,59500,64400,4900,8.2,,,mar_adjustment,
2911-2nd-st-4,4287024019,2911 2ND ST,4,2023-07-19,2026-06-07,216400,234500,18100,8.4,1999-06-01,1999-06-01,mar_adjustment,
2911-2nd-st-5,4287024019,2911 2ND ST,5,2023-07-19,2026-06-07,216400,234500,18100,8.4,1999-06-01,1999-06-01,mar_adjustment,
2911-4th-st-101,4287026068,2911 4TH ST,101,2023-07-19,2026-06-07,202600,219400,16800,8.3,,,mar_adjustment,
2911-4th-st-102,4287026069,2911 4TH ST,102,2023-07-19,2026-06-07,188600,204300,15700,8.3,,,mar_adjustment,
2911-4th-st-103,4287026070,2911 4TH ST,103,2023-07-19,2026-06-07,190900,206700,15800,8.3,,,mar_adjustment,
2911-4th-st-104,4287026071,2911 4TH ST,104,2023-07-19,2026-06-07,156000,169000,13000,8.3,,,mar_adjustment,
2911-4th-st-105,4287026072,2911 4TH ST,105,2023-07-19,2026-06-07,156000,169000,13000,8.3,,,mar_adjustment,
2911-4th-st-106,4287026073,2911 4TH ST,106,2023-07-19,2026-06-07,156000,169000,13000,8.3,,,mar_adjustment,
2911-4th-st-107,4287026074,2911 4TH ST,107,2023-07-19,2026-06-07,156500,169500,13000,8.3,,,mar_adjustment,
2911-4th-st-108,4287026075,2911 4TH ST,108,2023-07-19,2026-06-07,199400,216100,16700,8.4,,,mar_adjustment,
2911-4th-st-109,4287026076,2911 4TH ST,109,2023-07-19,2026-06-07,202600,219400,16800,8.3,,,mar_adjustment,
2911-4th-st-110,4287026077,2911 4TH ST,110,2023-07-19,2026-06-07,549500,569800,20300,3.7,2022-08-18,2022-08-18,mar_adjustment,
2911-4th-st-111,4287026078,2911 4TH ST,111,2023-07-19,2026-06-07,438000,458300,20300,4.6,2015-08-01,2015-08-01,mar_adjustment,
2911-4th-st-112,4287026079,2911 4TH ST,112,2023-07-19,2026-06-07,239900,259800,19900,8.3,,,mar_adjustment,
2911-4th-st-114,4287026080,2911 4TH ST,114,2023-07-19,2026-06-07,244700,264900,20200,8.3,,,mar_adjustment,
2911-4th-st-115,4287026081,2911 4TH ST,115,2023-07-19,2026-06-07,218500,236600,18100,8.3,,,mar_adjustment,
2911-4th-st-117,4287026083,2911 4TH ST,117,2023-07-19,2026-06-07,275700,296000,20300,7.4,,,mar_adjustment,
2911-4th-st-118,4287026084,2911 4TH ST,118,2023-07-19,2026-06-07,223600,242200,18600,8.3,,,mar_adjustment,
2911-broadway,4267018024,2911 BROADWAY,,2023-07-19,2026-06-07,152100,164800,12700,8.3,2002-10-01,2002-10-01,mar_adjustment,
2911-colorado-ave,4267025022,2911 COLORADO AVE,,2023-07-19,2026-06-07,572000,592300,20300,3.5,2021-07-01,2021-07-01,mar_adjustment,
2911-colorado-ave-a,4267025022,2911 COLORADO AVE,A,2023-07-19,2026-06-07,272000,292300,20300,7.5,2021-02-24,2021-02-24,mar_adjustment,
