unit_id,apn,address,unit_label,bedrooms,status,mar_2023_cents,mar_2026_cents,mar_delta_cents,mar_pct,tenancy_2023,tenancy_2026,tenancy_changed
2107-ocean-ave-62,4289021026,2107 OCEAN AVE,62,0,present_both,0,0,0,,,,
2107-ocean-ave-63,4289021026,2107 OCEAN AVE,63,0,present_both,0,0,0,,,,
2107-ocean-ave-64,4289021026,2107 OCEAN AVE,64,0,present_both,0,0,0,,,,
2107-ocean-ave-65,4289021026,2107 OCEAN AVE,65,0,present_both,0,0,0,,,,
2107-ocean-ave-66,4289021026,2107 OCEAN AVE,66,0,present_both,0,0,0,,,,
2107-ocean-ave-67,4289021026,2107 OCEAN AVE,67,0,present_both,0,0,0,,,,
2107-ocean-ave-68,4289021026,2107 OCEAN AVE,68,0,present_both,0,0,0,,,,
2107-ocean-ave-69,4289021026,2107 OCEAN AVE,69,0,present_both,0,0,0,,,,
2107-ocean-ave-7,4289021026,2107 OCEAN AVE,7,0,present_both,0,0,0,,,,
2107-ocean-ave-70,4289021026,2107 OCEAN AVE,70,0,present_both,0,0,0,,,,
2107-ocean-ave-71,4289021026,2107 OCEAN AVE,71,0,present_both,0,0,0,,,,
2107-ocean-ave-72,4289021026,2107 OCEAN AVE,72,0,present_both,0,0,0,,,,
2107-ocean-ave-73,4289021026,2107 OCEAN AVE,73,0,present_both,0,0,0,,,,
2107-ocean-ave-74,4289021026,2107 OCEAN AVE,74,0,present_both,0,0,0,,,,
2107-ocean-ave-75,4289021026,2107 OCEAN AVE,75,0,present_both,0,0,0,,,,
2107-ocean-ave-76,4289021026,2107 OCEAN AVE,76,0,present_both,0,0,0,,,,
2107-ocean-ave-77,4289021026,2107 OCEAN AVE,77,0,present_both,0,0,0,,,,
2107-ocean-ave-78,4289021026,2107 OCEAN AVE,78,0,present_both,0,0,0,,,,
2107-ocean-ave-79,4289021026,2107 OCEAN AVE,79,0,present_both,0,0,0,,,,
2107-ocean-ave-8,4289021026,2107 OCEAN AVE,8,0,present_both,0,0,0,,,,
2107-ocean-ave-80,4289021026,2107 OCEAN AVE,80,0,present_both,0,0,0,,,,
2107-ocean-ave-81,4289021026,2107 OCEAN AVE,81,0,present_both,0,0,0,,,,
2107-ocean-ave-82,4289021026,2107 OCEAN AVE,82,0,present_both,0,0,0,,,,
2107-ocean-ave-83,4289021026,2107 OCEAN AVE,83,0,present_both,0,0,0,,,,
2107-ocean-ave-84,4289021026,2107 OCEAN AVE,84,0,present_both,0,0,0,,,,
2107-ocean-ave-85,4289021026,2107 OCEAN AVE,85,0,present_both,0,0,0,,,,
2107-ocean-ave-86,4289021026,2107 OCEAN AVE,86,0,present_both,0,0,0,,,,
2107-ocean-ave-87,4289021026,2107 OCEAN AVE,87,0,present_both,0,0,0,,,,
2107-ocean-ave-88,4289021026,2107 OCEAN AVE,88,0,present_both,0,0,0,,,,
2107-ocean-ave-89,4289021026,2107 OCEAN AVE,89,0,present_both,0,0,0,,,,
2107-ocean-ave-9,4289021026,2107 OCEAN AVE,9,0,present_both,0,0,0,,,,
2107-ocean-ave-90,4289021026,2107 OCEAN AVE,90,0,present_both,0,0,0,,,,
2107-ocean-ave-91,4289021026,2107 OCEAN AVE,91,0,present_both,0,0,0,,,,
2107-ocean-ave-92,4289021026,2107 OCEAN AVE,92,0,present_both,0,0,0,,,,
2107-ocean-ave-93,4289021026,2107 OCEAN AVE,93,0,present_both,0,0,0,,,,
2107-ocean-ave-94,4289021026,2107 OCEAN AVE,94,0,present_both,0,0,0,,,,
2107-ocean-ave-95,4289021026,2107 OCEAN AVE,95,0,present_both,0,0,0,,,,
2107-ocean-ave-96,4289021026,2107 OCEAN AVE,96,0,present_both,0,0,0,,,,
2107-ocean-ave-97,4289021026,2107 OCEAN AVE,97,0,present_both,0,0,0,,,,
2107-ocean-ave-98,4289021026,2107 OCEAN AVE,98,0,present_both,0,0,0,,,,
2107-ocean-ave-99,4289021026,2107 OCEAN AVE,99,0,present_both,0,0,0,,,,
2107-stewart-st,4274031020,2107 STEWART ST,,1,present_both,220000,238400,18400,8.4,2020-06-14,2020-06-14,
2107-virginia-ave-a,4274021014,2107 VIRGINIA AVE,A,3,present_both,78100,84600,6500,8.3,,,
2107-virginia-ave-b,4274021014,2107 VIRGINIA AVE,B,2,present_both,71300,77200,5900,8.3,,,
2107-virginia-ave-c,4274021014,2107 VIRGINIA AVE,C,2,present_both,71300,77200,5900,8.3,,,
2107-virginia-ave-d,4274021014,2107 VIRGINIA AVE,D,1,present_both,107500,116400,8900,8.3,2011-05-01,2011-05-01,
2107-washington-ave,4277013075,2107 WASHINGTON AVE,,2,present_both,408500,428800,20300,5.0,2016-03-01,2016-03-01,
2108-6th-st,4289009008,2108 6TH ST,,1,present_both,96100,104100,8000,8.3,,,
2108-6th-st-1-2,4289009008,2108 6TH ST,1/2,1,present_both,115500,125100,9600,8.3,,,
2108-marine-st,4272013002,2108 MARINE ST,,4,present_both,0,0,0,,,,
2108-marine-st-1-2,4272013002,2108 MARINE ST,1/2,1,present_both,167500,181500,14000,8.4,,,
2108-montana-ave,4277004012,2108 MONTANA AVE,,2,present_both,350000,373600,23600,6.7,2022-04-08,2023-04-01,1
2108-oak-st,4272009002,2108 OAK ST,,2,present_both,0,0,0,,,,
2108-ocean-park-blvd,4272008002,2108 OCEAN PARK BLVD,,2,present_both,248000,268300,20300,8.2,2000-08-15,2000-08-15,
2108-ocean-park-blvd-1-2,4272008002,2108 OCEAN PARK BLVD,1/2,1,present_both,70000,75900,5900,8.4,,,
2108-stewart-st,4274008044,2108 STEWART ST,,2,present_both,288100,314400,26300,9.1,,,
2108-stewart-st-1-2,4274008044,2108 STEWART ST,1/2,1,present_both,86200,95500,9300,10.8,,,
2109-10th-st,4284014001,2109 10TH ST,,2,present_both,315600,365300,49700,15.7,2007-12-15,2021-11-07,1
2109-6th-st,4289005034,2109 6TH ST,,3,present_both,199400,216100,16700,8.4,,,
2109-6th-st-1-2,4289005034,2109 6TH ST,1/2,2,present_both,108600,117500,8900,8.2,,,
2109-delaware-ave,,2109 DELAWARE AVE,,1,gone_by_2026,198500,,,,2020-07-01,,
2109-stewart-st,4274031020,2109 STEWART ST,,1,present_both,112300,121600,9300,8.3,1999-07-04,1999-07-04,
2109-virginia-ave-a,4274021014,2109 VIRGINIA AVE,A,3,present_both,78100,84600,6500,8.3,,,
2109-virginia-ave-b,4274021014,2109 VIRGINIA AVE,B,3,present_both,72600,78600,6000,8.3,,,
2109-virginia-ave-c,4274021014,2109 VIRGINIA AVE,C,3,present_both,78100,84600,6500,8.3,,,
2109-virginia-ave-d,4274021014,2109 VIRGINIA AVE,D,2,present_both,65700,71100,5400,8.2,2009-01-01,2009-01-01,
2109-washington-ave,4277013075,2109 WASHINGTON AVE,,2,present_both,418500,438800,20300,4.9,2018-06-13,2018-06-13,
211-20th-st,4279001013,211 20TH ST,,3,present_both,308300,328600,20300,6.6,,,
211-alta-ave-a,4293008013,211 ALTA AVE,A,1,present_both,109600,118800,9200,8.4,,,
211-alta-ave-b,4293008013,211 ALTA AVE,B,1,present_both,38900,42100,3200,8.2,,,
211-alta-ave-c,4293008013,211 ALTA AVE,C,0,present_both,72200,78200,6000,8.3,,,
211-alta-ave-d,4293008013,211 ALTA AVE,D,0,present_both,93100,100900,7800,8.4,,,
211-alta-ave-e,4293008013,211 ALTA AVE,E,0,present_both,66300,71800,5500,8.3,,,
211-alta-ave-f,4293008013,211 ALTA AVE,F,0,present_both,75900,82100,6200,8.2,,,
211-alta-ave-g,4293008013,211 ALTA AVE,G,1,present_both,103000,111600,8600,8.3,,,
211-alta-ave-h,4293008013,211 ALTA AVE,H,1,present_both,73900,80100,6200,8.4,,,
211-alta-ave-i,4293008013,211 ALTA AVE,I,0,present_both,75900,82100,6200,8.2,,,
211-alta-ave-j,4293008013,211 ALTA AVE,J,0,present_both,74900,81100,6200,8.3,,,
211-alta-ave-k,4293008013,211 ALTA AVE,K,0,present_both,63900,69300,5400,8.5,,,
211-alta-ave-l,4293008013,211 ALTA AVE,L,0,present_both,82800,89700,6900,8.3,,,
211-alta-ave-m,4293008013,211 ALTA AVE,M,2,present_both,115900,125500,9600,8.3,,,
211-pacific-st,4289017029,211 PACIFIC ST,,2,present_both,75900,82100,6200,8.2,,,
211-pacific-st-1-2,4289017030,211 PACIFIC ST,1/2,2,present_both,65100,70500,5400,8.3,,,
211-san-vicente-blvd-1,4293002018,211 SAN VICENTE BLVD,1,2,present_both,284500,304800,20300,7.1,2016-10-14,2016-10-14,
211-san-vicente-blvd-10,4293002018,211 SAN VICENTE BLVD,10,1,present_both,211800,229400,17600,8.3,2011-09-15,2011-09-15,
211-san-vicente-blvd-11,4293002018,211 SAN VICENTE BLVD,11,1,present_both,216500,234600,18100,8.4,2009-06-07,2009-06-07,
211-san-vicente-blvd-12,4293002018,211 SAN VICENTE BLVD,12,1,present_both,100200,108500,8300,8.3,,,
211-san-vicente-blvd-14,4293002018,211 SAN VICENTE BLVD,14,2,present_both,127400,138000,10600,8.3,,,
211-san-vicente-blvd-15,4293002018,211 SAN VICENTE BLVD,15,2,present_both,265400,285700,20300,7.6,2008-09-15,2008-09-15,
211-san-vicente-blvd-16,4293002018,211 SAN VICENTE BLVD,16,1,present_both,86800,94000,7200,8.3,,,
211-san-vicente-blvd-17,4293002018,211 SAN VICENTE BLVD,17,2,present_both,282500,302800,20300,7.2,2015-09-10,2015-09-10,
211-san-vicente-blvd-18,4293002018,211 SAN VICENTE BLVD,18,1,present_both,226600,245400,18800,8.3,2021-03-01,2021-03-01,
211-san-vicente-blvd-19,4293002018,211 SAN VICENTE BLVD,19,2,present_both,290000,399500,109500,37.8,2022-08-05,2025-02-14,1
211-san-vicente-blvd-2,4293002018,211 SAN VICENTE BLVD,2,1,present_both,99800,108100,8300,8.3,,,
211-san-vicente-blvd-3,4293002018,211 SAN VICENTE BLVD,3,2,present_both,287000,293600,6600,2.3,2021-02-01,2023-07-01,1
211-san-vicente-blvd-4,4293002018,211 SAN VICENTE BLVD,4,1,present_both,209500,269500,60000,28.6,2019-12-01,2024-10-01,1
211-san-vicente-blvd-5,4293002018,211 SAN VICENTE BLVD,5,2,present_both,287000,307300,20300,7.1,2020-11-01,2020-11-01,
211-san-vicente-blvd-6,4293002018,211 SAN VICENTE BLVD,6,1,present_both,250900,271200,20300,8.1,2019-09-15,2019-09-15,
211-san-vicente-blvd-7,4293002018,211 SAN VICENTE BLVD,7,3,present_both,336100,356400,20300,6.0,2011-09-01,2011-09-01,
211-san-vicente-blvd-8,4293002018,211 SAN VICENTE BLVD,8,1,present_both,226600,245400,18800,8.3,2021-06-01,2021-06-01,
211-san-vicente-blvd-9,4293002018,211 SAN VICENTE BLVD,9,1,present_both,211800,229400,17600,8.3,2012-03-15,2012-03-15,
2110-11th-st,4284014010,2110 11TH ST,,2,present_both,353100,373400,20300,5.7,2013-07-01,2013-07-01,
2110-4th-st-1,4289013008,2110 4TH ST,1,1,present_both,270900,291200,20300,7.5,2020-06-15,2020-06-15,
2110-4th-st-10,4289013008,2110 4TH ST,10,1,present_both,276900,316000,39100,14.1,2017-04-28,2024-08-08,1
2110-4th-st-11,4289013008,2110 4TH ST,11,2,present_both,339500,433000,93500,27.5,2021-03-07,2024-09-01,1
2110-4th-st-12,4289013008,2110 4TH ST,12,1,present_both,269500,312000,42500,15.8,2022-03-01,2024-06-10,1
2110-4th-st-13,4289013008,2110 4TH ST,13,1,present_both,259500,279800,20300,7.8,2021-09-12,2021-09-12,
2110-4th-st-14,4289013008,2110 4TH ST,14,1,present_both,259500,320600,61100,23.5,2021-09-01,2023-07-29,1
2110-4th-st-15,4289013008,2110 4TH ST,15,1,present_both,290200,310500,20300,7.0,2016-02-15,2016-02-15,
2110-4th-st-16,4289013008,2110 4TH ST,16,1,present_both,88500,95900,7400,8.4,,,
2110-4th-st-17,4289013008,2110 4TH ST,17,2,present_both,363500,393500,30000,8.3,2018-05-01,2026-02-18,1
2110-4th-st-18,4289013008,2110 4TH ST,18,1,present_both,88500,95900,7400,8.4,,,
2110-4th-st-19,4289013008,2110 4TH ST,19,1,present_both,220000,312000,92000,41.8,2012-02-24,2024-04-23,1
2110-4th-st-2,4289013008,2110 4TH ST,2,1,present_both,252800,273100,20300,8.0,2014-12-30,2014-12-30,
2110-4th-st-20,4289013008,2110 4TH ST,20,1,present_both,284100,312000,27900,9.8,2019-02-01,2024-07-01,1
2110-4th-st-21,4289013008,2110 4TH ST,21,1,present_both,290200,310500,20300,7.0,2015-12-12,2015-12-12,
2110-4th-st-22,4289013008,2110 4TH ST,22,1,present_both,283500,303800,20300,7.2,2018-03-01,2018-03-01,
2110-4th-st-23,4289013008,2110 4TH ST,23,1,present_both,205800,222900,17100,8.3,2011-05-01,2011-05-01,
2110-4th-st-24,4289013008,2110 4TH ST,24,2,present_both,348500,368800,20300,5.8,2016-04-16,2016-04-16,
2110-4th-st-25,4289013008,2110 4TH ST,25,1,present_both,285900,306200,20300,7.1,2020-02-13,2020-02-13,
2110-4th-st-26,4289013008,2110 4TH ST,26,1,present_both,307500,329000,21500,7.0,2022-10-01,2025-02-22,1
2110-4th-st-27,4289013008,2110 4TH ST,27,1,present_both,273500,306000,32500,11.9,2017-11-01,2025-01-27,1
2110-4th-st-3,4289013008,2110 4TH ST,3,1,present_both,227400,305900,78500,34.5,2013-11-20,2025-08-01,1
2110-4th-st-4,4289013008,2110 4TH ST,4,1,present_both,152000,164700,12700,8.4,,,
2110-4th-st-5,4289013008,2110 4TH ST,5,1,present_both,95200,305900,210700,221.3,,2025-09-02,
2110-4th-st-6,4289013008,2110 4TH ST,6,1,present_both,299500,319800,20300,6.8,2022-04-29,2022-04-29,
2110-4th-st-7,4289013008,2110 4TH ST,7,1,present_both,266500,286800,20300,7.6,2021-05-07,2021-05-07,
2110-4th-st-8,4289013008,2110 4TH ST,8,1,present_both,88500,95900,7400,8.4,,,
2110-4th-st-9,4289013008,2110 4TH ST,9,1,present_both,273500,293800,20300,7.4,2018-01-01,2018-01-01,
2110-7th-st,4289005007,2110 7TH ST,,1,present_both,211800,229400,17600,8.3,2012-06-15,2012-06-15,
2110-california-ave-a,4276006004,2110 CALIFORNIA AVE,A,1,present_both,225000,243700,18700,8.3,2022-01-22,2022-01-22,
2110-california-ave-b,4276006004,2110 CALIFORNIA AVE,B,1,present_both,245900,295000,49100,20.0,2020-07-21,2025-08-21,1
2110-montana-ave,4277004012,2110 MONTANA AVE,,1,present_both,320000,347300,27300,8.5,2021-09-01,2021-08-13,1
2110-oak-st,4272009002,2110 OAK ST,,2,present_both,192700,208700,16000,8.3,,,
2110-ocean-park-blvd,4272008002,2110 OCEAN PARK BLVD,,1,present_both,164400,178100,13700,8.3,2012-06-01,2012-06-01,
2110-ocean-park-blvd-1-2,4272008002,2110 OCEAN PARK BLVD,1/2,2,present_both,231900,251200,19300,8.3,2009-12-01,2009-12-01,
2111-7th-st-1,4289002011,2111 7TH ST,1,3,present_both,141400,153200,11800,8.3,,,
2111-7th-st-10,4289002011,2111 7TH ST,10,3,present_both,312500,332800,20300,6.5,2007-02-23,2007-02-23,
2111-7th-st-2,4289002011,2111 7TH ST,2,3,present_both,141400,153200,11800,8.3,,,
2111-7th-st-3,4289002011,2111 7TH ST,3,3,present_both,141400,153200,11800,8.3,,,
2111-7th-st-4,4289002011,2111 7TH ST,4,3,present_both,130400,141300,10900,8.4,,,
2111-7th-st-5,4289002011,2111 7TH ST,5,3,present_both,373600,345500,-28100,-7.5,2019-04-17,2024-03-15,1
2111-7th-st-6,4289002011,2111 7TH ST,6,3,present_both,134300,145500,11200,8.3,,,
2111-7th-st-7,4289002011,2111 7TH ST,7,3,present_both,310400,330700,20300,6.5,2008-03-05,2008-03-05,
2111-7th-st-8,4289002011,2111 7TH ST,8,3,present_both,132400,143400,11000,8.3,,,
2111-7th-st-9,4289002011,2111 7TH ST,9,3,present_both,152000,164700,12700,8.4,,,
2111-centinela-ave,4268027015,2111 CENTINELA AVE,,3,present_both,150800,163400,12600,8.4,,,
2111-delaware-ave,,2111 DELAWARE AVE,,1,gone_by_2026,154400,,,,2018-01-01,,
2111-washington-ave,4277013075,2111 WASHINGTON AVE,,2,present_both,302600,322900,20300,6.7,2002-06-05,2002-06-05,
2112-3rd-st-a,4289017020,2112 3RD ST,A,2,present_both,332000,352300,20300,6.1,2021-02-13,2021-02-13,
2112-3rd-st-b,4289017020,2112 3RD ST,B,2,present_both,324100,344400,20300,6.3,2006-05-16,2006-05-16,
2112-7th-st,4289005007,2112 7TH ST,,2,present_both,326700,347000,20300,6.2,2014-06-01,2014-06-01,
2112-delaware-ave-a,4274021017,2112 DELAWARE AVE,A,2,present_both,90300,97800,7500,8.3,,,
2112-delaware-ave-b,4274021017,2112 DELAWARE AVE,B,2,present_both,90300,97800,7500,8.3,,,
2112-delaware-ave-c,4274021017,2112 DELAWARE AVE,C,2,present_both,90300,97800,7500,8.3,,,
2112-delaware-ave-d,4274021017,2112 DELAWARE AVE,D,2,present_both,108200,117100,8900,8.2,1999-02-01,1999-02-01,
2112-delaware-ave-e,4274021017,2112 DELAWARE AVE,E,2,present_both,81400,88200,6800,8.4,2022-05-26,2022-05-26,
2112-delaware-ave-f,4274021017,2112 DELAWARE AVE,F,2,present_both,66700,72300,5600,8.4,,,
2112-delaware-ave-g,4274021017,2112 DELAWARE AVE,G,2,present_both,90300,97800,7500,8.3,,,
2112-delaware-ave-h,4274021017,2112 DELAWARE AVE,H,2,present_both,90900,98400,7500,8.3,2009-03-23,2009-03-23,
2112-delaware-ave-i,4274021017,2112 DELAWARE AVE,I,2,present_both,103400,112000,8600,8.3,,,
2112-delaware-ave-j,4274021017,2112 DELAWARE AVE,J,2,present_both,66700,72300,5600,8.4,,,
2112-delaware-ave-k,4274021017,2112 DELAWARE AVE,K,2,present_both,101800,110300,8500,8.3,,,
2112-delaware-ave-l,4274021017,2112 DELAWARE AVE,L,2,present_both,94600,99600,5000,5.3,2022-09-01,2022-09-01,
2112-montana-ave,4277004012,2112 MONTANA AVE,,2,present_both,223400,242000,18600,8.3,2011-04-04,2011-04-04,
2112-ocean-park-blvd-1,4272008003,2112 OCEAN PARK BLVD,1,2,present_both,265000,285300,20300,7.7,2021-09-01,2021-09-01,
2112-ocean-park-blvd-2,4272008003,2112 OCEAN PARK BLVD,2,2,present_both,238100,257900,19800,8.3,2008-07-05,2008-07-05,
2112-ocean-park-blvd-3,4272008003,2112 OCEAN PARK BLVD,3,2,present_both,280000,301000,21000,7.5,2021-09-08,2024-08-30,1
2112-ocean-park-blvd-4,4272008003,2112 OCEAN PARK BLVD,4,2,present_both,319500,325000,5500,1.7,2023-04-15,2026-02-14,1
2113-6th-st-a,4289005035,2113 6TH ST,A,2,present_both,438500,505300,66800,15.2,2018-08-01,2022-07-20,1
2113-6th-st-b,4289005035,2113 6TH ST,B,2,present_both,99300,553600,454300,457.5,,2023-07-10,
2113-6th-st-c,4289005035,2113 6TH ST,C,2,present_both,487000,575500,88500,18.2,2021-04-15,2023-09-13,1
2113-6th-st-d,4289005035,2113 6TH ST,D,2,present_both,335000,560000,225000,67.2,2017-09-01,2025-05-24,1
2114-22nd-st,4273004031,2114 22ND ST,,1,present_both,192400,208400,16000,8.3,,,
2114-montana-ave,4277004012,2114 MONTANA AVE,,2,present_both,152900,165600,12700,8.3,,,
2114-pico-blvd-1,4273004003,2114 PICO BLVD,1,0,present_both,0,0,0,,,,
2114-pico-blvd-2,4273004003,2114 PICO BLVD,2,0,present_both,0,0,0,,,,
2114-pico-blvd-3,4273004003,2114 PICO BLVD,3,0,present_both,0,0,0,,,,
2114-stewart-st,4274008026,2114 STEWART ST,,2,present_both,195800,212100,16300,8.3,2019-06-01,2019-06-01,
2114-stewart-st-1-2,4274008026,2114 STEWART ST,1/2,1,present_both,159300,172600,13300,8.3,2019-07-01,2019-07-01,
2114-stewart-st-a,4274008026,2114 STEWART ST,A,0,present_both,78700,85200,6500,8.3,2019-09-01,2019-09-01,
2115-20th-st,4273003007,2115 20TH ST,,1,present_both,185700,201100,15400,8.3,2014-09-15,2014-09-15,
2115-20th-st-a,4273003007,2115 20TH ST,A,1,present_both,96400,104400,8000,8.3,,,
2115-20th-st-b,4273003007,2115 20TH ST,B,1,present_both,93700,101500,7800,8.3,,,
2115-20th-st-c,4273003007,2115 20TH ST,C,2,present_both,110300,119500,9200,8.3,,,
2115-ocean-park-blvd-1,4273016011,2115 OCEAN PARK BLVD,1,1,present_both,357000,377300,20300,5.7,2021-07-15,2021-07-15,
2115-ocean-park-blvd-2,4273016011,2115 OCEAN PARK BLVD,2,2,present_both,348500,473000,124500,35.7,2018-02-01,2025-01-18,1
2115-ocean-park-blvd-3,4273016011,2115 OCEAN PARK BLVD,3,2,present_both,370000,390300,20300,5.5,2022-02-21,2022-02-21,
2115-ocean-park-blvd-4,4273016011,2115 OCEAN PARK BLVD,4,2,present_both,367000,395000,28000,7.6,2021-08-15,2024-08-01,1
2116-20th-st-1,4273002003,2116 20TH ST,1,3,present_both,342000,306500,-35500,-10.4,2020-09-26,2020-09-26,
2116-20th-st-2,4273002003,2116 20TH ST,2,2,present_both,342000,375000,33000,9.6,2020-11-01,2025-08-25,1
2116-20th-st-3,4273002003,2116 20TH ST,3,3,present_both,274600,375000,100400,36.6,2012-01-05,2026-01-17,1
2116-20th-st-4,4273002003,2116 20TH ST,4,3,present_both,146200,158400,12200,8.3,,,
2116-20th-st-5,4273002003,2116 20TH ST,5,2,present_both,256500,289500,33000,12.9,2020-11-01,2025-10-20,1
2116-20th-st-6,4273002003,2116 20TH ST,6,2,present_both,256500,231900,-24600,-9.6,2020-10-01,2020-10-01,
2116-22nd-st,4273004031,2116 22ND ST,,1,present_both,0,0,0,,,,
2116-3rd-st,4289017021,2116 3RD ST,,2,present_both,148800,161200,12400,8.3,,,
2116-3rd-st-1-2,4289017021,2116 3RD ST,1/2,2,present_both,240200,800000,559800,233.1,2012-03-01,2024-09-01,1
2116-7th-st-1,4289005008,2116 7TH ST,1,1,present_both,213600,231400,17800,8.3,2012-02-08,2012-02-08,
2116-7th-st-2,4289005008,2116 7TH ST,2,1,present_both,217400,235500,18100,8.3,2016-12-10,2016-12-10,
2116-7th-st-3,4289005008,2116 7TH ST,3,1,present_both,221800,240200,18400,8.3,2016-02-15,2016-02-15,
2116-delaware-ave-a,4274021017,2116 DELAWARE AVE,A,1,present_both,59100,64000,4900,8.3,,,
2116-delaware-ave-b,4274021017,2116 DELAWARE AVE,B,1,present_both,79000,85500,6500,8.2,2010-03-03,2010-03-03,
2116-delaware-ave-c,4274021017,2116 DELAWARE AVE,C,1,present_both,62300,67400,5100,8.2,,,
2116-delaware-ave-d,4274021017,2116 DELAWARE AVE,D,1,present_both,59100,64000,4900,8.3,,,
2116-delaware-ave-e,4274021017,2116 DELAWARE AVE,E,1,present_both,84900,92000,7100,8.4,2011-06-20,2011-06-20,
2116-delaware-ave-f,4274021017,2116 DELAWARE AVE,F,1,present_both,87700,95000,7300,8.3,2022-07-01,2022-07-01,
2116-delaware-ave-g,4274021017,2116 DELAWARE AVE,G,1,present_both,85100,87400,2300,2.7,2011-02-05,2023-03-30,1
2116-delaware-ave-h,4274021017,2116 DELAWARE AVE,H,1,present_both,88500,95900,7400,8.4,2021-03-15,2021-03-15,
2116-delaware-ave-i,4274021017,2116 DELAWARE AVE,I,1,present_both,84200,91300,7100,8.4,,,
2116-delaware-ave-j,4274021017,2116 DELAWARE AVE,J,1,present_both,70200,76100,5900,8.4,2015-01-24,2015-01-24,
2116-delaware-ave-k,4274021017,2116 DELAWARE AVE,K,1,present_both,59500,64400,4900,8.2,,,
2116-delaware-ave-l,4274021017,2116 DELAWARE AVE,L,1,present_both,72000,78000,6000,8.3,2003-04-01,2003-04-01,
2116-delaware-ave-m,4274021017,2116 DELAWARE AVE,M,1,present_both,70300,76200,5900,8.4,2019-12-23,2019-12-23,
2116-delaware-ave-n,4274021017,2116 DELAWARE AVE,N,1,present_both,82700,89600,6900,8.3,2008-06-01,2008-06-01,
2116-main-st,4289021013,2116 MAIN ST,,2,present_both,86100,93300,7200,8.4,,,
2116-main-st-2,4289021013,2116 MAIN ST,2,0,present_both,59500,64400,4900,8.2,,,
2116-main-st-3,4289021013,2116 MAIN ST,3,0,present_both,45600,49400,3800,8.3,,,
2116-main-st-rear,4289021013,2116 MAIN ST,REAR,0,present_both,0,0,0,,,,
2116-oak-st-a,4272009003,2116 OAK ST,A,1,present_both,190800,206600,15800,8.3,2008-08-16,2008-08-16,
2116-oak-st-b,4272009003,2116 OAK ST,B,1,present_both,162300,175800,13500,8.3,2002-01-01,2002-01-01,
2116-oak-st-c,4272009003,2116 OAK ST,C,1,present_both,193700,209800,16100,8.3,2020-02-01,2020-02-01,
2116-oak-st-d,4272009003,2116 OAK ST,D,0,present_both,131400,142400,11000,8.4,2011-08-01,2011-08-01,
2116-oak-st-e,4272009003,2116 OAK ST,E,0,present_both,0,0,0,,,,
2117-6th-st,4289005036,2117 6TH ST,,2,present_both,0,0,0,,,,
2117-6th-st-a,4289005036,2117 6TH ST,A,0,present_both,207200,224400,17200,8.3,2015-06-01,2015-06-01,
2117-6th-st-b,4289005036,2117 6TH ST,B,1,present_both,348500,368800,20300,5.8,2015-12-06,2015-12-06,
2117-ashland-ave,4272010013,2117 ASHLAND AVE,,2,present_both,101600,110000,8400,8.3,,,
2117-ashland-ave-2,4272010013,2117 ASHLAND AVE,2,0,present_both,45100,48900,3800,8.4,,,
2117-montana-ave,4278030001,2117 MONTANA AVE,,1,present_both,78100,84600,6500,8.3,,,
2117-oak-st,4272008014,2117 OAK ST,,3,present_both,340000,360300,20300,6.0,,,
2117-oak-st-a,4272008014,2117 OAK ST,A,0,present_both,204200,205000,800,0.4,2020-01-06,2024-09-15,1
2117-oak-st-b,4272008014,2117 OAK ST,B,1,present_both,188300,258200,69900,37.1,2009-06-27,2022-11-01,1
2117-oak-st-c,4272008014,2117 OAK ST,C,1,present_both,238300,258200,19900,8.4,2017-11-05,2017-11-05,
2117-stewart-st,4274031014,2117 STEWART ST,,1,present_both,288000,308300,20300,7.0,2017-10-15,2017-10-15,
2117-stewart-st-1-2,4274031014,2117 STEWART ST,1/2,1,present_both,50100,54200,4100,8.2,,,
2118-3rd-st,4289017021,2118 3RD ST,,1,present_both,607000,627300,20300,3.3,2020-09-01,2020-09-01,
2118-3rd-st-1-2,4289017021,2118 3RD ST,1/2,1,present_both,300000,300000,0,0.0,2022-09-11,2022-09-11,
2118-california-ave,4276006001,2118 CALIFORNIA AVE,,1,present_both,95200,103100,7900,8.3,,,
2118-california-ave-a,4276006001,2118 CALIFORNIA AVE,A,0,present_both,57400,62200,4800,8.4,,,
2118-california-ave-b,4276006001,2118 CALIFORNIA AVE,B,0,present_both,154500,167400,12900,8.3,2021-03-15,2021-03-15,
2118-pearl-st,4273017004,2118 PEARL ST,,0,present_both,0,0,0,,,,
2119-stewart-st,4274031014,2119 STEWART ST,,2,present_both,209300,226800,17500,8.4,,,
2119-stewart-st-1-2,4274031014,2119 STEWART ST,1/2,1,present_both,188800,204500,15700,8.3,2009-06-07,2009-06-07,
212-ashland-ave,4288004001,212 ASHLAND AVE,,1,present_both,293500,313800,20300,6.9,2017-10-01,2017-10-01,
212-bicknell-ave,4289017004,212 BICKNELL AVE,,2,present_both,485600,505900,20300,4.2,2008-08-01,2008-08-01,
212-bicknell-ave-a,4289017004,212 BICKNELL AVE,A,0,present_both,111400,120600,9200,8.3,,,
212-san-vicente-blvd-a,4293003004,212 SAN VICENTE BLVD,A,2,present_both,136600,147900,11300,8.3,,,
212-san-vicente-blvd-b,4293003004,212 SAN VICENTE BLVD,B,2,present_both,293000,313300,20300,6.9,2010-03-24,2010-03-24,
